id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified
1061378359672950784,https://twitter.com/nelsonmau/status/1061378359672950784,Sat Nov 10 22:01:35 +0000 2018,2018-11-10 22:01:35+00:00,nelsonmau,"@openantani @opendatasicilia Uė giargiana, fai delle pause che ti vedo tired ;-)",reply,,,,,0,openantani,1061271510797606912,1038699678488055808,it,,,0,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",142217594,Mon May 10 08:35:42 +0000 2010,False,"Data journalist since 2012, co-founder of https://t.co/RRUSsjJ3CE & https://t.co/WXnLtVUbpO | 🏆Data Journalism Award & European Press Prize winning",3081,3485,1344,325,"Milan, Lombardy",Andrea Nelson Mauro,13027,,http://www.dataninja.it,False
1061325786559463425,https://twitter.com/patriziasaggia/status/1061325786559463425,Sat Nov 10 18:32:40 +0000 2018,2018-11-10 18:32:40+00:00,patriziasaggia,"@Piersoft @FPAsocial @opendatasicilia Sempre magici.... una certezza!!!
Grazie per esserci  :-)",reply,,,,,2,Piersoft,1061151644262584321,137337075,it,,,0,,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",235167019,Fri Jan 07 14:37:22 +0000 2011,False,Saper applicare la tecnologia all'organizzazione e alla comunicazione: questa e' la sfida di oggi,2461,781,798,118,Bologna,Patrizia Saggini,7563,,http://www.patriziasaggini.it/agendadigitale,False
1061294098215247872,https://twitter.com/AndreaDEramo70/status/1061294098215247872,Sat Nov 10 16:26:45 +0000 2018,2018-11-10 16:26:45+00:00,AndreaDEramo70,"Sette cose di #ods18 @opendatasicilia che mi riporto a casa
1/7 Il Convegno
La qualità degli interventi è stata altissima. Persino dopo il mio è rimasta decisamente elevata! Capeau agli organizzatori @aborruso @dataibi @gpirrotta @nelsonmau @cirospat e chissà quanti ne dimentico https://t.co/w0j7HdFBtm",original,,ods18,https://pbs.twimg.com/media/Drp5SGIX4AAMRaW.jpg,,15,,,,it,,False,7,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2999692138,Mon Jan 26 13:52:50 +0000 2015,False,"Lavoro in Sas Italia. Open Data, Big Data, Analytics, Bid Mngt e storytelling. Retwitto selvaggio, ma persisto nell'avere opinioni tutte mie",123,70,335,3,,Andrea D'Eramo,1580,,https://medium.com/@andrea.deramo70,False
1061290576207851520,https://twitter.com/noordungp/status/1061290576207851520,Sat Nov 10 16:12:45 +0000 2018,2018-11-10 16:12:45+00:00,noordungp,#ods18 @cirospat @fragleria @grichter Marcello Bonanno e @blocker99 per il passaggio da #Idra alla mappa geografica https://t.co/9fYVJ6eKNI,original,,ods18 Idra,https://pbs.twimg.com/media/Drp2JnsX4AEFGQ9.jpg,,9,,,,it,,False,3,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1550271426,Thu Jun 27 10:24:49 +0000 2013,False,"#Computerengineer, #linux lover, #pythoneer, #OpenData & #LinkedData enthusiast,  #swimming through life. Personal opinions only.",9340,220,556,10,Gorica/Görz/Gorizia/Gurize,Paolo Posillipo,5566,,,False
1061285284984340480,https://twitter.com/AndreaDEramo70/status/1061285284984340480,Sat Nov 10 15:51:44 +0000 2018,2018-11-10 15:51:44+00:00,AndreaDEramo70,@openantani @nelsonmau @opendatasicilia Gli opendata sono subdoli e si nascondono dove meno te li aspetti 🤣🤣🤣,reply,,,,,3,openantani,1061271510797606912,1038699678488055808,it,,,0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2999692138,Mon Jan 26 13:52:50 +0000 2015,False,"Lavoro in Sas Italia. Open Data, Big Data, Analytics, Bid Mngt e storytelling. Retwitto selvaggio, ma persisto nell'avere opinioni tutte mie",123,70,335,3,,Andrea D'Eramo,1580,,https://medium.com/@andrea.deramo70,False
1061271510797606912,https://twitter.com/openantani/status/1061271510797606912,Sat Nov 10 14:57:00 +0000 2018,2018-11-10 14:57:00+00:00,openantani,un messaggio per @nelsonmau che ha @opendatasicilia nel cuore ma vive a Milano e viene solo per #ODS18 :/ https://t.co/hc8d7vjDxW,original,,ODS18,https://pbs.twimg.com/media/DrkWv1OW4AAtG-T.jpg,,10,,,,it,,False,1,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1038699678488055808,Sun Sep 09 08:04:36 +0000 2018,False,open come se fosse antani,38,89,79,2,Italy,openantani,44,,,False
1061268473400172544,https://twitter.com/AcktualyAnthony/status/1061268473400172544,Sat Nov 10 14:44:56 +0000 2018,2018-11-10 14:44:56+00:00,AcktualyAnthony,@CopernicusEU @BeatriceCovassi @regionesicilia @stefanolaterra @virginiapuzzolo @ARPASicilia @ISPRA_Press @aborruso @gbvitrano @opendatasicilia meetwith you again in,reply,,,,,0,CopernicusEU,1061181818110648321,978604706,en,,,0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1036127873940291585,Sun Sep 02 05:45:10 +0000 2018,False,,91,10,64,0,"Grand Island, NE",Anthony Lynch,55,,,False
1061263113838886912,https://twitter.com/marcofromsicily/status/1061263113838886912,Sat Nov 10 14:23:38 +0000 2018,2018-11-10 14:23:38+00:00,marcofromsicily,Sicilian Food #Palermo #bellaPalermo #ods18 https://t.co/x36Ve6JLJf,original,,Palermo bellaPalermo ods18,https://pbs.twimg.com/media/DrpdJr0XgAgVggB.jpg https://pbs.twimg.com/media/DrpdJrzWwAECrKR.jpg,,3,,,,en,,False,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",112413094,Mon Feb 08 12:06:24 +0000 2010,False,Amo il #Marketing e l'#OpenSource. Sono il tesoriere di @industriaitasl. Il mio twitter sull'Open Source è @bus_inf.,136,569,494,97,"Palermo, Sicilia",Marco Lombardo,8622,,http://www.marcolombardo.com,False
1061232993778446336,https://twitter.com/VBazzarin/status/1061232993778446336,Sat Nov 10 12:23:57 +0000 2018,2018-11-10 12:23:57+00:00,VBazzarin,#ods2018 comunicazione di servizio #odsmenu https://t.co/gQZ5biGa45,original,,ods2018 odsmenu,https://pbs.twimg.com/media/DrpBxqOXgAAlV6a.jpg,,0,,,,it,,False,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",81105552,Fri Oct 09 13:15:15 +0000 2009,False,“Unthinking respect for authority is the greatest enemy of truth.”,7756,2045,2048,91,Bologna/Barcelona/Brooklyn,VALENTINA,11975,,https://educazioneaperta.eu/wp/valentina-bazzarin/,False
1061223542543519744,https://twitter.com/dataibi/status/1061223542543519744,Sat Nov 10 11:46:23 +0000 2018,2018-11-10 11:46:23+00:00,dataibi,Oggi Hackathon ad #ods18 - dopo intro su OpenARS @EngineeringSpa mostra la piattaforma Idra https://t.co/MM2S6piPmb,original,,ods18,https://pbs.twimg.com/media/Dro5LmGWoAIWC-7.jpg,,13,,,,it,,False,6,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2274780686,Fri Jan 03 16:54:49 +0000 2014,False,,227,123,136,14,,Davide Taibi,259,,,False
1061222853444538368,https://twitter.com/G_Stagno/status/1061222853444538368,Sat Nov 10 11:43:39 +0000 2018,2018-11-10 11:43:39+00:00,G_Stagno,@ilacopperfild @opendatasicilia @gpirrotta @aborruso @dataibi E tris!,reply,,,,,0,ilacopperfild,1061218413434015746,203934656,pt,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",352189182,Wed Aug 10 08:12:11 +0000 2011,False,,741,303,967,28,Roma,G. Roberta Stagno,1104,,,False
1061218413434015746,https://twitter.com/ilacopperfild/status/1061218413434015746,Sat Nov 10 11:26:00 +0000 2018,2018-11-10 11:26:00+00:00,ilacopperfild,"Triple, Trio e Triplette di #openars a @opendatasicilia #ods18 https://t.co/Wb7OgWwapu",original,,openars ods18,https://pbs.twimg.com/media/Dro0gjDXcAEh56W.jpg,,8,,,,it,,False,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",203934656,Sun Oct 17 14:49:08 +0000 2010,False,non leggo i tw in maiuscolo  #Urbanplanner #collaborativemapping #civictech #mappina,2608,1085,1721,60,"Napoli, Campania",ilaria vitellio,2717,,http://www.mappi-na.it,False
1061216739344691201,https://twitter.com/noordungp/status/1061216739344691201,Sat Nov 10 11:19:21 +0000 2018,2018-11-10 11:19:21+00:00,noordungp,"#ods18: interessante (breve) digressione nell'#eticadellaricerca, grazie @VBazzarin",original,,ods18 eticadellaricerca,,,1,,,,it,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1550271426,Thu Jun 27 10:24:49 +0000 2013,False,"#Computerengineer, #linux lover, #pythoneer, #OpenData & #LinkedData enthusiast,  #swimming through life. Personal opinions only.",9340,220,556,10,Gorica/Görz/Gorizia/Gurize,Paolo Posillipo,5566,,,False
1061213062550745089,https://twitter.com/noordungp/status/1061213062550745089,Sat Nov 10 11:04:45 +0000 2018,2018-11-10 11:04:45+00:00,noordungp,snack di #ods18 https://t.co/yd35hZ3UVi,original,,ods18,https://pbs.twimg.com/media/DrovpYbXQAAhbcP.jpg,,1,,,,sv,,False,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1550271426,Thu Jun 27 10:24:49 +0000 2013,False,"#Computerengineer, #linux lover, #pythoneer, #OpenData & #LinkedData enthusiast,  #swimming through life. Personal opinions only.",9340,220,556,10,Gorica/Görz/Gorizia/Gurize,Paolo Posillipo,5566,,,False
1061211174656753667,https://twitter.com/MauSbogar/status/1061211174656753667,Sat Nov 10 10:57:15 +0000 2018,2018-11-10 10:57:15+00:00,MauSbogar,"@noordungp @gpirrotta ... il motivo x cui volevo essere li con voi!

#ods18 #openars 

#ontologia #OpenData in #Italia 

Bravi ragazzi !!!

Cc @GiorgiaLodi @ChiaraVeninata 

Ps:e' necessario diffondere questa esperienza e farla crescere!

Lavorare tutti x questo",reply,,ods18 openars ontologia OpenData Italia,,,4,noordungp,1061205988001435649,1550271426,it,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",333255579,Mon Jul 11 07:24:40 +0000 2011,False,#DIGITALFIRST & #RESILIENZA nell' #INNOVAZIONE   (qui solo opinioni personali),11440,622,683,28,REGIONE FRIULI - VENEZIAGIULIA,Maurizio Sbogar,6442,,http://www.regione.fvg.it,False
1061210894707900416,https://twitter.com/noordungp/status/1061210894707900416,Sat Nov 10 10:56:08 +0000 2018,2018-11-10 10:56:08+00:00,noordungp,"#ods18: neologismo inventato da @gpirrotta ""ontomizzare""",original,,ods18,,,1,,,,it,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1550271426,Thu Jun 27 10:24:49 +0000 2013,False,"#Computerengineer, #linux lover, #pythoneer, #OpenData & #LinkedData enthusiast,  #swimming through life. Personal opinions only.",9340,220,556,10,Gorica/Görz/Gorizia/Gurize,Paolo Posillipo,5566,,,False
1061205988001435649,https://twitter.com/noordungp/status/1061205988001435649,Sat Nov 10 10:36:38 +0000 2018,2018-11-10 10:36:38+00:00,noordungp,#ods18: @gpirrotta descrive l'#ontologia #OpenARS https://t.co/3AmimtaIra,original,,ods18 ontologia OpenARS,https://pbs.twimg.com/media/DropNZDXcAAaOxw.jpg,,6,,,,en,,False,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1550271426,Thu Jun 27 10:24:49 +0000 2013,False,"#Computerengineer, #linux lover, #pythoneer, #OpenData & #LinkedData enthusiast,  #swimming through life. Personal opinions only.",9340,220,556,10,Gorica/Görz/Gorizia/Gurize,Paolo Posillipo,5566,,,False
1061204727671726080,https://twitter.com/grimaldi1972/status/1061204727671726080,Sat Nov 10 10:31:37 +0000 2018,2018-11-10 10:31:37+00:00,grimaldi1972,@gpirrotta ci spiega le triple dell’ontologia OpenARS #ods18 @opendatasicilia https://t.co/zUL1XjrfQG,original,,ods18,https://pbs.twimg.com/media/DrooEX1WsAE6kiD.jpg,,3,gpirrotta,,105797199,it,Cre.Zi Plus,False,2,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",214242364,Wed Nov 10 22:52:18 +0000 2010,False,Esperto in tematiche di gestione documentale.,121,156,197,22,Capaci,mario grimaldi,2196,,,False
1061202540057034752,https://twitter.com/vincpatruno/status/1061202540057034752,Sat Nov 10 10:22:56 +0000 2018,2018-11-10 10:22:56+00:00,vincpatruno,@gpirrotta racconta dei dati e dell'ontologia di #openars #ods18 @opendatasicilia @G_Stagno @aborruso @dataibi @GiorgiaLodi https://t.co/AIvJCoMSBn,original,,openars ods18,https://pbs.twimg.com/media/DromEwoW4AAoDrN.jpg,,11,gpirrotta,,105797199,it,,False,2,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",102641291,Thu Jan 07 10:44:45 +0000 2010,False,"Data manager, #OpenData #OpenGov #ICT and data specialist. Project Manager @istat_it. Vice Pres. of onData, member  Stati Gen Innovazione, co-founder OpenPuglia",2323,1460,1205,134,"Rome, Matera, Bari, Italy, EU",Vincenzo Patruno,2897,,http://vincenzopatruno.org,False
1061199263848390657,https://twitter.com/noordungp/status/1061199263848390657,Sat Nov 10 10:09:55 +0000 2018,2018-11-10 10:09:55+00:00,noordungp,#ods18 🤣🤣 https://t.co/eH5aBCFaoG,original,,ods18,https://pbs.twimg.com/media/DrojGPOWkAE1EW7.jpg,,0,,,,und,,False,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1550271426,Thu Jun 27 10:24:49 +0000 2013,False,"#Computerengineer, #linux lover, #pythoneer, #OpenData & #LinkedData enthusiast,  #swimming through life. Personal opinions only.",9340,220,556,10,Gorica/Görz/Gorizia/Gurize,Paolo Posillipo,5566,,,False
1061197005874233349,https://twitter.com/noordungp/status/1061197005874233349,Sat Nov 10 10:00:56 +0000 2018,2018-11-10 10:00:56+00:00,noordungp,"#ods18: i #LinkedData spiegati da @dataibi ... con i contributi di @aborruso, @nelsonmau e @GiorgiaLodi https://t.co/S0mPys5AvV",original,,ods18 LinkedData,https://pbs.twimg.com/media/DrohDGnW4AEMGrR.jpg,,6,,,,it,,False,4,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1550271426,Thu Jun 27 10:24:49 +0000 2013,False,"#Computerengineer, #linux lover, #pythoneer, #OpenData & #LinkedData enthusiast,  #swimming through life. Personal opinions only.",9340,220,556,10,Gorica/Görz/Gorizia/Gurize,Paolo Posillipo,5566,,,False
1061195384889004032,https://twitter.com/openantani/status/1061195384889004032,Sat Nov 10 09:54:30 +0000 2018,2018-11-10 09:54:30+00:00,openantani,@aborruso @cirospat @opendatasicilia noio volevam savuar l'indiriss ... https://t.co/u2Dn2cwTWo,reply,,,https://pbs.twimg.com/media/DrofZUaW4AAhqmt.jpg,,3,aborruso,1061035754267295744,1317611,it,,False,0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1038699678488055808,Sun Sep 09 08:04:36 +0000 2018,False,open come se fosse antani,38,89,79,2,Italy,openantani,44,,,False
1061194255790755840,https://twitter.com/VBazzarin/status/1061194255790755840,Sat Nov 10 09:50:01 +0000 2018,2018-11-10 09:50:01+00:00,VBazzarin,"Hackathon di #ods2018 a #Palermo 
Peccato per chi segue da remoto perché oltre che per i contenuti e per le domande difficili questa edizione sarà ricordata per le location e per l'atmosfera! https://t.co/TxqQShu4cC",original,,ods2018 Palermo,https://pbs.twimg.com/media/DroeSvpX0AAufCK.jpg https://pbs.twimg.com/media/DroeTZiXQAEbjtW.jpg,,12,,,,it,Cre.Zi Plus,False,7,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",81105552,Fri Oct 09 13:15:15 +0000 2009,False,“Unthinking respect for authority is the greatest enemy of truth.”,7756,2045,2048,91,Bologna/Barcelona/Brooklyn,VALENTINA,11975,,https://educazioneaperta.eu/wp/valentina-bazzarin/,False
1061193089354743808,https://twitter.com/G_Stagno/status/1061193089354743808,Sat Nov 10 09:45:23 +0000 2018,2018-11-10 09:45:23+00:00,G_Stagno,Le tavole della legge di #lod spiegate da @dataibi #ods18 @opendatasicilia @GiorgiaLodi https://t.co/ePk5CafTra,original,,lod ods18,https://pbs.twimg.com/media/DrodekJXcAAxG1f.jpg,,8,,,,it,,False,3,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",352189182,Wed Aug 10 08:12:11 +0000 2011,False,,741,303,967,28,Roma,G. Roberta Stagno,1104,,,False
1061192300435529729,https://twitter.com/noordungp/status/1061192300435529729,Sat Nov 10 09:42:15 +0000 2018,2018-11-10 09:42:15+00:00,noordungp,anche questo è #ods18,reply,,ods18,,,0,noordungp,1061191913301311488,1550271426,it,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1550271426,Thu Jun 27 10:24:49 +0000 2013,False,"#Computerengineer, #linux lover, #pythoneer, #OpenData & #LinkedData enthusiast,  #swimming through life. Personal opinions only.",9340,220,556,10,Gorica/Görz/Gorizia/Gurize,Paolo Posillipo,5566,,,False
1061191976362692608,https://twitter.com/noordungp/status/1061191976362692608,Sat Nov 10 09:40:57 +0000 2018,2018-11-10 09:40:57+00:00,noordungp,#ods18,reply,,ods18,,,0,noordungp,1061185205460000768,1550271426,und,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1550271426,Thu Jun 27 10:24:49 +0000 2013,False,"#Computerengineer, #linux lover, #pythoneer, #OpenData & #LinkedData enthusiast,  #swimming through life. Personal opinions only.",9340,220,556,10,Gorica/Görz/Gorizia/Gurize,Paolo Posillipo,5566,,,False
1061191665753448448,https://twitter.com/vincpatruno/status/1061191665753448448,Sat Nov 10 09:39:43 +0000 2018,2018-11-10 09:39:43+00:00,vincpatruno,#ods18 prima dell'hackathon una introduzione ai linked data @opendatasicilia https://t.co/aOFgikjn6i,original,,ods18,https://pbs.twimg.com/media/DrocMKiWsAAXqup.jpg,,8,,,,it,,False,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",102641291,Thu Jan 07 10:44:45 +0000 2010,False,"Data manager, #OpenData #OpenGov #ICT and data specialist. Project Manager @istat_it. Vice Pres. of onData, member  Stati Gen Innovazione, co-founder OpenPuglia",2323,1460,1205,134,"Rome, Matera, Bari, Italy, EU",Vincenzo Patruno,2897,,http://vincenzopatruno.org,False
1061186058694656000,https://twitter.com/marcofromsicily/status/1061186058694656000,Sat Nov 10 09:17:26 +0000 2018,2018-11-10 09:17:26+00:00,marcofromsicily,"Al @creziplus inizia la seconda giornata del Raduno @opendatasicilia 2018 #ods18 #Palermo #bellaPalermo  

https://t.co/HJ7P0w9cSR https://t.co/EI3hWnimko",original,,ods18 Palermo bellaPalermo,https://pbs.twimg.com/media/DroXF2QWwAIexCm.jpg,http://ods2018.opendatasicilia.it/,7,,,,it,,False,1,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",112413094,Mon Feb 08 12:06:24 +0000 2010,False,Amo il #Marketing e l'#OpenSource. Sono il tesoriere di @industriaitasl. Il mio twitter sull'Open Source è @bus_inf.,136,569,494,97,"Palermo, Sicilia",Marco Lombardo,8622,,http://www.marcolombardo.com,False
1061186002251927553,https://twitter.com/napo/status/1061186002251927553,Sat Nov 10 09:17:13 +0000 2018,2018-11-10 09:17:13+00:00,napo,"@openantani @aborruso @opendatasicilia @ComunePalermo @twanto l'intramontabile ""chi è giancarlo"" :) Mitico!",reply,,,,,2,openantani,1061166569173078017,1038699678488055808,it,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",5159271,Wed Apr 18 21:51:26 +0000 2007,False,"fbk, openstreetmap, gis, neocartography, okfn italy,  open data, open source, software libero, sociologia, trento, pallavolo, digital commons lab",1878,4683,1547,553,"Trento, Italy, Europe",Maurizio Napolitano,23952,,http://de.straba.us,False
1061185560667217920,https://twitter.com/G_Stagno/status/1061185560667217920,Sat Nov 10 09:15:28 +0000 2018,2018-11-10 09:15:28+00:00,G_Stagno,"E oggi ci mettiamo le mani! #hackathon di @opendatasicilia #ods18 con tanta gente curiosa 🤓 e un ospite d'eccezione @grichter 🤩
Qui al @creziplus in una splendida #Palermo
@vincpatruno @ilacopperfild @aborruso @cirospat @nelsonmau @dataibi @CostaMaurizio4 @FPAsocial  @FPA_net https://t.co/i6IdNkbCPK",original,,hackathon ods18 Palermo,https://pbs.twimg.com/media/DroWoLPWwAEVvoB.jpg,,20,,,,it,,False,12,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",352189182,Wed Aug 10 08:12:11 +0000 2011,False,,741,303,967,28,Roma,G. Roberta Stagno,1104,,,False
1061166569173078017,https://twitter.com/openantani/status/1061166569173078017,Sat Nov 10 08:00:00 +0000 2018,2018-11-10 08:00:00+00:00,openantani,un altro omaggio ad @aborruso e @opendatasicilia su un curioso dataset #opendata del @ComunePalermo raccontata nella pagine di @twanto W #ods18 https://t.co/dcAObLBrV0,original,,opendata ods18,https://pbs.twimg.com/media/DrkUu8tW4AAkVQM.jpg,,17,,,,it,,False,2,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1038699678488055808,Sun Sep 09 08:04:36 +0000 2018,False,open come se fosse antani,38,89,79,2,Italy,openantani,44,,,False
1061165211439296513,https://twitter.com/napo/status/1061165211439296513,Sat Nov 10 07:54:36 +0000 2018,2018-11-10 07:54:36+00:00,napo,@openantani @opendatasicilia @PosteNews Grazie! Purtroppo non sono al raduno :/,reply,,,,,0,openantani,1061044515052564481,1038699678488055808,it,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",5159271,Wed Apr 18 21:51:26 +0000 2007,False,"fbk, openstreetmap, gis, neocartography, okfn italy,  open data, open source, software libero, sociologia, trento, pallavolo, digital commons lab",1878,4683,1547,553,"Trento, Italy, Europe",Maurizio Napolitano,23952,,http://de.straba.us,False
1061162728319016960,https://twitter.com/monicaguizzardi/status/1061162728319016960,Sat Nov 10 07:44:44 +0000 2018,2018-11-10 07:44:44+00:00,monicaguizzardi,@openantani @aborruso @opendatasicilia @Agenzia_Entrate 😂😂😂,reply,,,,,1,openantani,1060814026417074176,1038699678488055808,und,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",551190807,Wed Apr 11 16:07:02 +0000 2012,False,"Lavoro  @ArcaIncubatore mi occupo di comunicazione, progetti europei e di innovazione sociale.",1592,839,600,76,,monica guizzardi,3038,,,False
1061151644262584321,https://twitter.com/Piersoft/status/1061151644262584321,Sat Nov 10 07:00:41 +0000 2018,2018-11-10 07:00:41+00:00,Piersoft,@FPAsocial @opendatasicilia o dei coraggiosi,reply,,,,,2,FPAsocial,1060822466946387968,5828432,it,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",137337075,Mon Apr 26 13:32:18 +0000 2010,False,"#Matera2019,#OpenStreetMap,#OpenData, #Coderdojo,#TelegramBot, #Wikitalia,#Sod, #LUM, ex TaskForce Ag Digit Basilicata. Consigliere openData e openGov",38615,8319,5951,396,"Lecce, Puglia",Piersoft,60336,,http://www.piersoft.it,False
1061144735199490048,https://twitter.com/gbvitrano/status/1061144735199490048,Sat Nov 10 06:33:14 +0000 2018,2018-11-10 06:33:14+00:00,gbvitrano,@openantani @opendatasicilia @napo Grazie 😊,reply,,,,,2,openantani,1061037720141611008,1038699678488055808,it,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",716143675416395776,Sat Apr 02 06:02:12 +0000 2016,False,#Maker #OpenData #OpenStreetMap #Gis #Qgis #Webgis #WebMapping #Opensurce #Webdesign #Webmasters https://t.co/ZVT9MeQWjw,2771,162,118,9,"Palermo, Sicilia",gb vitrano,435,,https://coseerobe.gbvitrano.it/,False
1061044515052564481,https://twitter.com/openantani/status/1061044515052564481,Fri Nov 09 23:55:00 +0000 2018,2018-11-09 23:55:00+00:00,openantani,un omaggio a @napo e @opendatasicilia in occasione di #ODS18 #cap #opendata /cc @PosteNews https://t.co/xmkb6tDBn9,original,,ODS18 cap opendata,https://pbs.twimg.com/media/DrkWXa3WoAA3nzU.jpg,,8,,,,it,,False,0,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1038699678488055808,Sun Sep 09 08:04:36 +0000 2018,False,open come se fosse antani,38,89,79,2,Italy,openantani,44,,,False
1061037720141611008,https://twitter.com/openantani/status/1061037720141611008,Fri Nov 09 23:28:00 +0000 2018,2018-11-09 23:28:00+00:00,openantani,un ringraziamento all'occhio di bue di @gbvitrano su @opendatasicilia https://t.co/rz1OhtWtgv creato dal tutorial di @napo https://t.co/wSDOIEH0tJ  Sempre per festeggiare #ods18 https://t.co/OxV5KDv6mK,original,,ods18,https://pbs.twimg.com/media/DrmK85gXgAEZXfB.jpg,http://palermohub.opendatasicilia.it/index_atlante.html#14/38.1114/13.3534 http://de.straba.us/2017/03/17/mappa-di-trento-1915-da-un-libro-di-cesare-battisti/,8,,,,it,,False,1,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1038699678488055808,Sun Sep 09 08:04:36 +0000 2018,False,open come se fosse antani,38,89,79,2,Italy,openantani,44,,,False
1061035885607686144,https://twitter.com/aborruso/status/1061035885607686144,Fri Nov 09 23:20:42 +0000 2018,2018-11-09 23:20:42+00:00,aborruso,"@openantani @cirospat @opendatasicilia Anzi ""di Palemmo""",reply,,,,,0,openantani,1060925733135175680,1038699678488055808,it,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1317611,Fri Mar 16 22:17:36 +0000 2007,False,The Cat in the Hat Can Map This and That! #data #maps #GIS #baci #condivisione. Orgoglioso di essere presidente di @ondatait,7583,2243,2424,186,Palermo,Andrea Borruso,13247,,https://medium.com/tantotanto,False
1061035754267295744,https://twitter.com/aborruso/status/1061035754267295744,Fri Nov 09 23:20:11 +0000 2018,2018-11-09 23:20:11+00:00,aborruso,"@openantani @cirospat @opendatasicilia mmm, romana/o non sei, perché scrivi in un romano non perfetto, ma nemmeno palermitana/o, perché non hai scritto ""appalemmo""",reply,,,,,0,openantani,1060925733135175680,1038699678488055808,it,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1317611,Fri Mar 16 22:17:36 +0000 2007,False,The Cat in the Hat Can Map This and That! #data #maps #GIS #baci #condivisione. Orgoglioso di essere presidente di @ondatait,7583,2243,2424,186,Palermo,Andrea Borruso,13247,,https://medium.com/tantotanto,False
